gene	ensembl_gene_id	gencode_id	whole_blood_median_tpm
SLC22A13	ENSG00000172940	ENSG00000172940.11	0.137234
PHF8	ENSG00000172943	ENSG00000172943.19	8.10612
LCLAT1	ENSG00000172954	ENSG00000172954.13	0.86716
MIR4435-2HG	ENSG00000172965	ENSG00000172965.14	4.33298
XKR3	ENSG00000172967	ENSG00000172967.7	0.151538
KAT5	ENSG00000172977	ENSG00000172977.12	23.8952
SH3RF3	ENSG00000172985	ENSG00000172985.10	1.51659
DCAKD	ENSG00000172992	ENSG00000172992.11	5.41707
EVC2	ENSG00000173040	ENSG00000173040.12	0.112766
ZNF680	ENSG00000173041	ENSG00000173041.11	0.25484
HECTD4	ENSG00000173064	ENSG00000173064.12	2.73691
FAM222B	ENSG00000173065	ENSG00000173065.13	3.26777
BNC2	ENSG00000173068	ENSG00000173068.17	0.0976932
HPSE	ENSG00000173083	ENSG00000173083.14	17.2534
COQ2	ENSG00000173085	ENSG00000173085.13	4.12536
TRMT112	ENSG00000173113	ENSG00000173113.6	48.998
KDM2A	ENSG00000173120	ENSG00000173120.14	28.5826
ADCK5	ENSG00000173137	ENSG00000173137.11	4.80969
NOC3L	ENSG00000173145	ENSG00000173145.11	0.871736
ESRRA	ENSG00000173153	ENSG00000173153.13	21.5276
COMMD1	ENSG00000173163	ENSG00000173163.10	7.23409
RAPH1	ENSG00000173166	ENSG00000173166.17	0.118569
MTX1	ENSG00000173171	ENSG00000173171.14	19.0113
ADCY5	ENSG00000173175	ENSG00000173175.14	0.102416
PARP14	ENSG00000173193	ENSG00000173193.13	12.345
CYSLTR1	ENSG00000173198	ENSG00000173198.5	1.41071
PARP15	ENSG00000173200	ENSG00000173200.12	5.03722
ABCD2	ENSG00000173208	ENSG00000173208.3	0.233617
AHSA2	ENSG00000173209	ENSG00000173209.22	12.7
ABLIM3	ENSG00000173210	ENSG00000173210.19	2.23136
MAB21L3	ENSG00000173212	ENSG00000173212.4	0.184637
MFSD4B	ENSG00000173214	ENSG00000173214.5	0.507472
VANGL1	ENSG00000173218	ENSG00000173218.14	0.258303
GLRX	ENSG00000173221	ENSG00000173221.13	25.9654
IQCB1	ENSG00000173226	ENSG00000173226.16	6.27074
GOLGB1	ENSG00000173230	ENSG00000173230.15	6.8268
LIPM	ENSG00000173239	ENSG00000173239.13	0.272225
ZNF483	ENSG00000173258	ENSG00000173258.12	0.0422927
SLC2A14	ENSG00000173262	ENSG00000173262.11	1.47681
GPR137	ENSG00000173264	ENSG00000173264.14	9.61412
MMRN2	ENSG00000173269	ENSG00000173269.13	0.107699
MZT2A	ENSG00000173272	ENSG00000173272.15	13.9166
TNKS	ENSG00000173273	ENSG00000173273.15	2.19681
ZBTB21	ENSG00000173276	ENSG00000173276.13	1.29713
PPP1R3B	ENSG00000173281	ENSG00000173281.4	36.9651
FAM86B3P	ENSG00000173295	ENSG00000173295.7	0.923907
MAP3K11	ENSG00000173327	ENSG00000173327.7	72.7915
TRIB1	ENSG00000173334	ENSG00000173334.3	38.2848
KCNK7	ENSG00000173338	ENSG00000173338.12	3.33177
C1QB	ENSG00000173369	ENSG00000173369.15	23.1523
C1QA	ENSG00000173372	ENSG00000173372.16	25.8923
OLR1	ENSG00000173391	ENSG00000173391.8	2.53984
DAG1	ENSG00000173402	ENSG00000173402.11	1.27746
ARV1	ENSG00000173409	ENSG00000173409.13	2.20559
CCDC36	ENSG00000173421	ENSG00000173421.16	0.132567
MINOS1	ENSG00000173436	ENSG00000173436.13	5.05777
EHBP1L1	ENSG00000173442	ENSG00000173442.12	92.8747
SMARCC1	ENSG00000173473	ENSG00000173473.10	9.38753
ZNF417	ENSG00000173480	ENSG00000173480.10	1.29406
PTPRM	ENSG00000173482	ENSG00000173482.16	0.332622
VEGFB	ENSG00000173511	ENSG00000173511.9	17.0869
PEAK1	ENSG00000173517	ENSG00000173517.10	0.931348
TNFRSF10D	ENSG00000173530	ENSG00000173530.5	3.5645
MST1	ENSG00000173531	ENSG00000173531.15	2.87508
TNFRSF10C	ENSG00000173535	ENSG00000173535.13	194.764
GMPPB	ENSG00000173540	ENSG00000173540.12	6.62408
MOB1B	ENSG00000173542	ENSG00000173542.8	1.28746
ZNF622	ENSG00000173545	ENSG00000173545.4	19.9724
SNX33	ENSG00000173548	ENSG00000173548.8	1.05919
NABP1	ENSG00000173559	ENSG00000173559.12	19.1976
ADGRF3	ENSG00000173567	ENSG00000173567.14	0.059833
CHD2	ENSG00000173575	ENSG00000173575.20	10.9492
XCR1	ENSG00000173578	ENSG00000173578.7	0.170421
CCDC106	ENSG00000173581	ENSG00000173581.7	2.07866
CCR9	ENSG00000173585	ENSG00000173585.15	0.277119
SULT1B1	ENSG00000173597	ENSG00000173597.8	15.8562
NUDT4	ENSG00000173598	ENSG00000173598.13	4.37938
PC	ENSG00000173599	ENSG00000173599.13	1.07177
SCAI	ENSG00000173611	ENSG00000173611.17	0.435635
NMNAT1	ENSG00000173614	ENSG00000173614.13	2.32129
LRFN4	ENSG00000173621	ENSG00000173621.8	2.21776
TRAPPC3L	ENSG00000173626	ENSG00000173626.9	0.0549098
SLC19A1	ENSG00000173638	ENSG00000173638.18	19.5606
RCE1	ENSG00000173653	ENSG00000173653.7	11.8483
UQCRH	ENSG00000173660	ENSG00000173660.11	55.9806
EIF1AX	ENSG00000173674	ENSG00000173674.10	3.9407
CXorf23	ENSG00000173681	ENSG00000173681.16	1.8696
PSMD1	ENSG00000173692	ENSG00000173692.12	17.442
ADGRG2	ENSG00000173698	ENSG00000173698.17	0.0625834
SUSD5	ENSG00000173705	ENSG00000173705.8	0.0550564
HEG1	ENSG00000173706	ENSG00000173706.12	0.904137
C11orf80	ENSG00000173715	ENSG00000173715.15	2.01525
TOMM20	ENSG00000173726	ENSG00000173726.10	15.2851
CMB9-22P13.1	ENSG00000173727	ENSG00000173727.12	2.48707
C1orf100	ENSG00000173728	ENSG00000173728.10	0.110186
AGFG1	ENSG00000173744	ENSG00000173744.17	31.1967
STAT5B	ENSG00000173757	ENSG00000173757.9	138.507
CD7	ENSG00000173762	ENSG00000173762.7	59.8789
CNP	ENSG00000173786	ENSG00000173786.16	7.59118
JUP	ENSG00000173801	ENSG00000173801.16	2.55142
CCDC13-AS1	ENSG00000173811	ENSG00000173811.10	0.324924
ENDOV	ENSG00000173818	ENSG00000173818.16	0.922234
RNF213	ENSG00000173821	ENSG00000173821.19	23.4211
TIGD3	ENSG00000173825	ENSG00000173825.6	1.62154
PLK3	ENSG00000173846	ENSG00000173846.12	33.095
NET1	ENSG00000173848	ENSG00000173848.18	1.44003
DPY19L1	ENSG00000173852	ENSG00000173852.14	1.4756
ZNF791	ENSG00000173875	ENSG00000173875.13	3.12187
PHC3	ENSG00000173889	ENSG00000173889.15	2.66591
GPR160	ENSG00000173890	ENSG00000173890.16	13.4085
SPTBN2	ENSG00000173898	ENSG00000173898.11	0.126336
GOLIM4	ENSG00000173905	ENSG00000173905.8	0.864959
USMG5	ENSG00000173915	ENSG00000173915.14	20.7004
HOXB2	ENSG00000173917	ENSG00000173917.10	2.22376
C1QTNF1	ENSG00000173918	ENSG00000173918.14	0.209755
MARCH3	ENSG00000173926	ENSG00000173926.5	2.06273
SWSAP1	ENSG00000173928	ENSG00000173928.2	3.39134
SLCO4C1	ENSG00000173930	ENSG00000173930.8	4.17286
XXYLT1	ENSG00000173950	ENSG00000173950.15	1.98288
UBXN2A	ENSG00000173960	ENSG00000173960.13	0.941314
CCS	ENSG00000173992	ENSG00000173992.8	22.9047
NRROS	ENSG00000174004	ENSG00000174004.5	14.8741
CEP19	ENSG00000174007	ENSG00000174007.7	6.06139
KLHL15	ENSG00000174010	ENSG00000174010.9	1.45226
GNG5	ENSG00000174021	ENSG00000174021.10	231.418
CTSF	ENSG00000174080	ENSG00000174080.10	3.25881
MSRB3	ENSG00000174099	ENSG00000174099.10	1.42254
LEMD3	ENSG00000174106	ENSG00000174106.2	3.60911
TLR10	ENSG00000174123	ENSG00000174123.10	3.86765
TLR6	ENSG00000174130	ENSG00000174130.12	13.3784
FAM174A	ENSG00000174132	ENSG00000174132.8	5.50823
RGMB	ENSG00000174136	ENSG00000174136.11	0.242869
FAM53A	ENSG00000174137	ENSG00000174137.12	0.1862
RP11-23P13.6	ENSG00000174171	ENSG00000174171.5	1.01502
SELP	ENSG00000174175	ENSG00000174175.16	4.09521
CTU2	ENSG00000174177	ENSG00000174177.12	3.58481
MGA	ENSG00000174197	ENSG00000174197.16	1.07762
C12orf66	ENSG00000174206	ENSG00000174206.12	0.528303
PIGG	ENSG00000174227	ENSG00000174227.15	4.9133
PRPF8	ENSG00000174231	ENSG00000174231.16	27.6142
PITPNA	ENSG00000174238	ENSG00000174238.14	35.2071
DDX23	ENSG00000174243	ENSG00000174243.9	30.5665
ZNF80	ENSG00000174255	ENSG00000174255.6	0.405914
ZBTB4	ENSG00000174282	ENSG00000174282.11	9.66716
TNK1	ENSG00000174292	ENSG00000174292.12	0.598187
ZHX3	ENSG00000174306	ENSG00000174306.21	0.66622
PHLDA3	ENSG00000174307	ENSG00000174307.6	0.406385
SLC16A11	ENSG00000174326	ENSG00000174326.11	0.400771
SLC16A13	ENSG00000174327	ENSG00000174327.6	1.91791
PODN	ENSG00000174348	ENSG00000174348.13	0.396837
SLC6A19	ENSG00000174358	ENSG00000174358.15	0.0499908
EXO1	ENSG00000174371	ENSG00000174371.16	0.24043
RALGAPA1	ENSG00000174373	ENSG00000174373.16	0.695987
LIG4	ENSG00000174405	ENSG00000174405.13	1.61015
ATP2A2	ENSG00000174437	ENSG00000174437.16	6.99679
ZWILCH	ENSG00000174442	ENSG00000174442.11	0.762777
RPL4	ENSG00000174444	ENSG00000174444.14	368.318
SNAPC5	ENSG00000174446	ENSG00000174446.12	4.58858
C12orf76	ENSG00000174456	ENSG00000174456.13	3.03159
CNTNAP2	ENSG00000174469	ENSG00000174469.19	0.047708
LINGO2	ENSG00000174482	ENSG00000174482.10	0.100726
BBS1	ENSG00000174483	ENSG00000174483.19	1.93647
DENND4A	ENSG00000174485	ENSG00000174485.15	2.96643
GCSAM	ENSG00000174500	ENSG00000174500.12	1.2876
MFSD4A	ENSG00000174514	ENSG00000174514.12	0.110525
PELI3	ENSG00000174516	ENSG00000174516.14	2.63392
TMEM81	ENSG00000174529	ENSG00000174529.7	3.6324
MRPL11	ENSG00000174547	ENSG00000174547.13	6.7685
IL20RB	ENSG00000174564	ENSG00000174564.12	0.508741
GOLT1A	ENSG00000174567	ENSG00000174567.7	0.0641799
AKIRIN1	ENSG00000174574	ENSG00000174574.15	26.6018
MSL2	ENSG00000174579	ENSG00000174579.3	12.326
ZNF497	ENSG00000174586	ENSG00000174586.10	0.251134
CMKLR1	ENSG00000174600	ENSG00000174600.13	2.99986
ANGEL2	ENSG00000174606	ENSG00000174606.13	1.85251
UGT8	ENSG00000174607	ENSG00000174607.10	0.10614
IQCK	ENSG00000174628	ENSG00000174628.16	0.100318
SLCO2A1	ENSG00000174640	ENSG00000174640.12	0.109519
ZNF266	ENSG00000174652	ENSG00000174652.17	10.3713
BRSK2	ENSG00000174672	ENSG00000174672.15	0.084561
B4GAT1	ENSG00000174684	ENSG00000174684.6	0.93205
TMEM167A	ENSG00000174695	ENSG00000174695.9	18.0143
SH3PXD2B	ENSG00000174705	ENSG00000174705.12	1.60565
KIAA1551	ENSG00000174718	ENSG00000174718.11	33.9206
LARP7	ENSG00000174720	ENSG00000174720.15	4.59968
C4orf32	ENSG00000174749	ENSG00000174749.5	0.866851
HRAS	ENSG00000174775	ENSG00000174775.16	5.7013
WDR49	ENSG00000174776	ENSG00000174776.10	0.0508355
SRP72	ENSG00000174780	ENSG00000174780.15	12.2921
PCP2	ENSG00000174788	ENSG00000174788.9	3.79703
RIN1	ENSG00000174791	ENSG00000174791.10	4.36829
FZD4	ENSG00000174804	ENSG00000174804.3	0.103169
PDZK1	ENSG00000174827	ENSG00000174827.13	0.097765
ADGRE1	ENSG00000174837	ENSG00000174837.14	26.5706
DENND6A	ENSG00000174839	ENSG00000174839.12	5.71048
PDE12	ENSG00000174840	ENSG00000174840.8	1.39809
GLMN	ENSG00000174842	ENSG00000174842.16	0.964495
YIF1A	ENSG00000174851	ENSG00000174851.15	12.2032
CNIH2	ENSG00000174871	ENSG00000174871.10	0.746635
NLRP6	ENSG00000174885	ENSG00000174885.12	20.9698
NDUFA11	ENSG00000174886	ENSG00000174886.12	14.2193
RSRC1	ENSG00000174891	ENSG00000174891.12	1.63189
RAB1B	ENSG00000174903	ENSG00000174903.15	190.642
PTDSS2	ENSG00000174915	ENSG00000174915.11	4.59197
C19orf70	ENSG00000174917	ENSG00000174917.8	13.2657
C3orf33	ENSG00000174928	ENSG00000174928.15	0.374214
SEZ6L2	ENSG00000174938	ENSG00000174938.14	0.0614424
P2RY14	ENSG00000174944	ENSG00000174944.8	0.594818
GPR171	ENSG00000174946	ENSG00000174946.6	4.08458
FUT1	ENSG00000174951	ENSG00000174951.10	0.109813
DHX36	ENSG00000174953	ENSG00000174953.13	3.70585
FBXW8	ENSG00000174989	ENSG00000174989.12	1.34693
KLC2	ENSG00000174996	ENSG00000174996.11	2.30109
SLC22A1	ENSG00000175003	ENSG00000175003.12	3.36621
CTBP2	ENSG00000175029	ENSG00000175029.16	7.15649
CHST2	ENSG00000175040	ENSG00000175040.5	11.7228
ZDHHC14	ENSG00000175048	ENSG00000175048.16	0.483021
ATR	ENSG00000175054	ENSG00000175054.14	1.35058
LRRC75A-AS1	ENSG00000175061	ENSG00000175061.17	54.0373
GK5	ENSG00000175066	ENSG00000175066.15	2.38603
PDIK1L	ENSG00000175087	ENSG00000175087.9	0.591093
TRAF6	ENSG00000175104	ENSG00000175104.14	3.50554
ZNF654	ENSG00000175105	ENSG00000175105.6	2.68547
TVP23C	ENSG00000175106	ENSG00000175106.16	0.554841
MRPS22	ENSG00000175110	ENSG00000175110.11	4.08794
PACS1	ENSG00000175115	ENSG00000175115.11	57.3234
SH3BP5L	ENSG00000175137	ENSG00000175137.10	22.3524
YPEL2	ENSG00000175155	ENSG00000175155.8	5.63651
ABO	ENSG00000175164	ENSG00000175164.13	0.315837
PSMD2	ENSG00000175166	ENSG00000175166.16	38.1159
FAM182B	ENSG00000175170	ENSG00000175170.14	0.0321604
CSRP2	ENSG00000175183	ENSG00000175183.9	0.240706
PARL	ENSG00000175193	ENSG00000175193.13	16.3451
PCCA	ENSG00000175198	ENSG00000175198.15	0.860257
DCTN2	ENSG00000175203	ENSG00000175203.15	55.148
NPPA	ENSG00000175206	ENSG00000175206.10	1.68926
CKAP5	ENSG00000175216	ENSG00000175216.14	3.50361
ARHGAP1	ENSG00000175220	ENSG00000175220.11	32.3317
MED16	ENSG00000175221	ENSG00000175221.14	31.9334
ATG13	ENSG00000175224	ENSG00000175224.16	22.8337
CHST1	ENSG00000175264	ENSG00000175264.7	0.107714
GOLGA8A	ENSG00000175265	ENSG00000175265.17	3.36017
VWA3A	ENSG00000175267	ENSG00000175267.14	0.0604631
TP53I11	ENSG00000175274	ENSG00000175274.18	38.2707
CENPS	ENSG00000175279	ENSG00000175279.21	0.716207
PHYKPL	ENSG00000175309	ENSG00000175309.14	18.4154
ZNF519	ENSG00000175322	ENSG00000175322.11	0.0535598
BANF1	ENSG00000175334	ENSG00000175334.7	34.4186
TMEM9B	ENSG00000175348	ENSG00000175348.10	16.5409
NRIP3	ENSG00000175352	ENSG00000175352.10	0.279819
PTPN2	ENSG00000175354	ENSG00000175354.18	7.60338
SCUBE2	ENSG00000175356	ENSG00000175356.12	0.0600966
SMAD2	ENSG00000175387	ENSG00000175387.15	1.85427
EIF3F	ENSG00000175390	ENSG00000175390.13	27.1494
ZNF25	ENSG00000175395	ENSG00000175395.15	1.33999
CLTB	ENSG00000175416	ENSG00000175416.12	38.5853
LPL	ENSG00000175445	ENSG00000175445.14	0.557458
RFESD	ENSG00000175449	ENSG00000175449.13	0.231483
CCDC14	ENSG00000175455	ENSG00000175455.14	0.722453
PPP2R2D	ENSG00000175470	ENSG00000175470.18	6.87642
MCTP1	ENSG00000175471	ENSG00000175471.19	4.86389
LRRC25	ENSG00000175489	ENSG00000175489.9	171.135
UBQLNL	ENSG00000175518	ENSG00000175518.6	0.619615
PNLIP	ENSG00000175535	ENSG00000175535.6	0.0522852
LIPT2	ENSG00000175536	ENSG00000175536.6	0.600148
KCNE3	ENSG00000175538	ENSG00000175538.10	18.199
ALG10B	ENSG00000175548	ENSG00000175548.8	0.24289
UCP3	ENSG00000175564	ENSG00000175564.12	0.817641
UCP2	ENSG00000175567	ENSG00000175567.8	175.382
PAAF1	ENSG00000175575	ENSG00000175575.12	1.33987
MRPL48	ENSG00000175581	ENSG00000175581.13	2.08179
RAB6A	ENSG00000175582	ENSG00000175582.19	27.2369
P2RY2	ENSG00000175591	ENSG00000175591.11	3.5258
FOSL1	ENSG00000175592	ENSG00000175592.8	1.71059
ERCC4	ENSG00000175595	ENSG00000175595.14	0.345479
SUGCT	ENSG00000175600	ENSG00000175600.15	0.0833891
LINC00476	ENSG00000175611	ENSG00000175611.11	0.563028
RPS6KB2	ENSG00000175634	ENSG00000175634.14	46.9114
RMI2	ENSG00000175643	ENSG00000175643.8	0.858464
TOM1L2	ENSG00000175662	ENSG00000175662.17	7.2809
ZNF77	ENSG00000175691	ENSG00000175691.8	0.579947
LINC00116	ENSG00000175701	ENSG00000175701.10	2.17329
B3GNTL1	ENSG00000175711	ENSG00000175711.8	6.2835
MLXIP	ENSG00000175727	ENSG00000175727.13	21.8748
AURKAIP1	ENSG00000175756	ENSG00000175756.13	60.9225
TTLL11	ENSG00000175764	ENSG00000175764.14	0.471091
RP11-121M22.1	ENSG00000175773	ENSG00000175773.12	0.0902409
C15orf53	ENSG00000175779	ENSG00000175779.1	0.0420661
SLC35E3	ENSG00000175782	ENSG00000175782.9	0.945334
ZNF169	ENSG00000175787	ENSG00000175787.16	0.817662
RUVBL1	ENSG00000175792	ENSG00000175792.11	6.04548
OR52B3P	ENSG00000175800	ENSG00000175800.5	0.471929
MSRA	ENSG00000175806	ENSG00000175806.14	11.4315
CTDNEP1	ENSG00000175826	ENSG00000175826.11	156.705
SWI5	ENSG00000175854	ENSG00000175854.11	4.33537
GAPT	ENSG00000175857	ENSG00000175857.8	11.2527
BAIAP2	ENSG00000175866	ENSG00000175866.15	1.75743
CREG2	ENSG00000175874	ENSG00000175874.9	0.0555884
ZDHHC21	ENSG00000175893	ENSG00000175893.11	0.36897
TSPEAR	ENSG00000175894	ENSG00000175894.14	0.0795558
PLEKHF2	ENSG00000175895	ENSG00000175895.3	6.92022
A2M	ENSG00000175899	ENSG00000175899.14	1.26157
ARL4D	ENSG00000175906	ENSG00000175906.4	0.635073
DOK7	ENSG00000175920	ENSG00000175920.16	0.332658
LRRN1	ENSG00000175928	ENSG00000175928.5	1.53207
UBE2O	ENSG00000175931	ENSG00000175931.12	7.66975
UNC119B	ENSG00000175970	ENSG00000175970.10	4.03401
DENND2C	ENSG00000175984	ENSG00000175984.14	0.191712
PLEKHD1	ENSG00000175985	ENSG00000175985.9	0.11457
TUBB6	ENSG00000176014	ENSG00000176014.12	3.20088
B3GALT6	ENSG00000176022	ENSG00000176022.4	4.41826
ZNF613	ENSG00000176024	ENSG00000176024.17	0.912411
NUPR1	ENSG00000176046	ENSG00000176046.8	0.376257
JAKMIP2	ENSG00000176049	ENSG00000176049.15	0.18958
MBLAC2	ENSG00000176055	ENSG00000176055.9	0.170999
TPRN	ENSG00000176058	ENSG00000176058.11	2.49614
KCNE5	ENSG00000176076	ENSG00000176076.7	1.33616
ZNF683	ENSG00000176083	ENSG00000176083.17	1.23249
SLC35A4	ENSG00000176087	ENSG00000176087.14	27.3598
AIM1L	ENSG00000176092	ENSG00000176092.14	0.30181
IP6K1	ENSG00000176095	ENSG00000176095.11	24.888
SSNA1	ENSG00000176101	ENSG00000176101.11	59.2645
CSTF3	ENSG00000176102	ENSG00000176102.11	2.2544
CHMP6	ENSG00000176108	ENSG00000176108.9	14.9611
DLEU1	ENSG00000176124	ENSG00000176124.11	0.113741
UFSP1	ENSG00000176125	ENSG00000176125.4	0.681603
TMEM39A	ENSG00000176142	ENSG00000176142.12	4.47633
TCP11L1	ENSG00000176148	ENSG00000176148.15	1.82029
GPX2	ENSG00000176153	ENSG00000176153.11	0.374647
CCDC57	ENSG00000176155	ENSG00000176155.18	4.94444
HSF5	ENSG00000176160	ENSG00000176160.10	0.109681
SPHK1	ENSG00000176170	ENSG00000176170.13	3.75717
BNIP3	ENSG00000176171	ENSG00000176171.11	4.1073
MYPOP	ENSG00000176182	ENSG00000176182.5	7.20054
SMIM19	ENSG00000176209	ENSG00000176209.11	2.24481
ZNF404	ENSG00000176222	ENSG00000176222.8	0.288872
RTTN	ENSG00000176225	ENSG00000176225.13	0.482659
OR51B6	ENSG00000176239	ENSG00000176239.7	0.122441
ACBD7	ENSG00000176244	ENSG00000176244.6	0.10633
ANAPC2	ENSG00000176248	ENSG00000176248.8	16.7498
ZBTB8OS	ENSG00000176261	ENSG00000176261.15	3.24647
CYCSP34	ENSG00000176268	ENSG00000176268.5	0.26465
SLC35G1	ENSG00000176273	ENSG00000176273.14	0.133597
ZNF135	ENSG00000176293	ENSG00000176293.19	0.325379
COX8A	ENSG00000176340	ENSG00000176340.3	258.276
TAC4	ENSG00000176358	ENSG00000176358.15	0.225639
ZSCAN2	ENSG00000176371	ENSG00000176371.13	0.777691
B3GNT4	ENSG00000176383	ENSG00000176383.8	0.126042
CDC26	ENSG00000176386	ENSG00000176386.8	8.46184
CRLF3	ENSG00000176390	ENSG00000176390.11	13.3497
RNPEP	ENSG00000176393	ENSG00000176393.10	35.1477
EID2	ENSG00000176396	ENSG00000176396.10	2.90226
KCMF1	ENSG00000176407	ENSG00000176407.17	13.3564
SPRYD4	ENSG00000176422	ENSG00000176422.13	0.735942
SYNE3	ENSG00000176438	ENSG00000176438.12	4.28562
LPCAT4	ENSG00000176454	ENSG00000176454.13	8.89983
SLCO3A1	ENSG00000176463	ENSG00000176463.13	21.5148
ZNF575	ENSG00000176472	ENSG00000176472.10	0.706676
WDR25	ENSG00000176473	ENSG00000176473.13	2.28944
SGF29	ENSG00000176476	ENSG00000176476.8	25.9785
PLA2G16	ENSG00000176485	ENSG00000176485.11	2.89393
DIRAS1	ENSG00000176490	ENSG00000176490.4	0.544349
PHLDB3	ENSG00000176531	ENSG00000176531.10	1.21284
GNG7	ENSG00000176533	ENSG00000176533.12	5.2963
USF3	ENSG00000176542	ENSG00000176542.9	1.41933
CTD-2368P22.1	ENSG00000176593	ENSG00000176593.7	0.394618
KBTBD11	ENSG00000176595	ENSG00000176595.3	3.03309
B3GNT5	ENSG00000176597	ENSG00000176597.11	2.23147
LMNB2	ENSG00000176619	ENSG00000176619.12	4.1794
RMDN1	ENSG00000176623	ENSG00000176623.11	3.6888
MEX3C	ENSG00000176624	ENSG00000176624.10	1.92171
RNF152	ENSG00000176641	ENSG00000176641.10	0.0825472
MYO1D	ENSG00000176658	ENSG00000176658.16	0.735711
C20orf197	ENSG00000176659	ENSG00000176659.7	0.451379
LRRC37A	ENSG00000176681	ENSG00000176681.14	0.360352
SCAND2P	ENSG00000176700	ENSG00000176700.19	1.50294
ACSF3	ENSG00000176715	ENSG00000176715.15	4.9014
BOK	ENSG00000176720	ENSG00000176720.4	1.10884
C8orf59	ENSG00000176731	ENSG00000176731.11	3.44063
OR52Z1	ENSG00000176748	ENSG00000176748.5	0.0890672
CDK5R1	ENSG00000176749	ENSG00000176749.8	2.32745
RUFY1	ENSG00000176783	ENSG00000176783.14	27.3637
BASP1	ENSG00000176788	ENSG00000176788.8	502.692
LRRC37A3	ENSG00000176809	ENSG00000176809.10	0.5395
VSIG10	ENSG00000176834	ENSG00000176834.13	0.381066
METRNL	ENSG00000176845	ENSG00000176845.12	60.0071
FAM91A1	ENSG00000176853	ENSG00000176853.15	9.77269
WSB2	ENSG00000176871	ENSG00000176871.8	12.6668
TYMS	ENSG00000176890	ENSG00000176890.15	2.72625
PXMP2	ENSG00000176894	ENSG00000176894.9	2.46833
TCEANC	ENSG00000176896	ENSG00000176896.8	1.30339
PNMA1	ENSG00000176903	ENSG00000176903.4	6.112
C8orf4	ENSG00000176907	ENSG00000176907.4	0.208339
MAMSTR	ENSG00000176909	ENSG00000176909.11	0.197933
TYMSOS	ENSG00000176912	ENSG00000176912.3	0.155864
ANKLE2	ENSG00000176915	ENSG00000176915.14	10.5428
C8G	ENSG00000176919	ENSG00000176919.11	0.539643
FUT2	ENSG00000176920	ENSG00000176920.11	0.0857382
GCNT4	ENSG00000176928	ENSG00000176928.5	0.255388
MUC20	ENSG00000176945	ENSG00000176945.16	0.837988
THAP4	ENSG00000176946	ENSG00000176946.11	9.61831
FAM89B	ENSG00000176973	ENSG00000176973.7	30.1519
SHMT1	ENSG00000176974	ENSG00000176974.19	3.54853
DPP7	ENSG00000176978	ENSG00000176978.13	61.2845
SMCR8	ENSG00000176994	ENSG00000176994.10	8.04186
MTHFR	ENSG00000177000	ENSG00000177000.10	5.16997
C19orf18	ENSG00000177025	ENSG00000177025.3	0.244443
DEAF1	ENSG00000177030	ENSG00000177030.16	6.32017
MTX3	ENSG00000177034	ENSG00000177034.14	0.669266
TMEM80	ENSG00000177042	ENSG00000177042.14	9.7727
SIX5	ENSG00000177045	ENSG00000177045.7	0.164722
FBXO46	ENSG00000177051	ENSG00000177051.5	10.7554
ZDHHC13	ENSG00000177054	ENSG00000177054.13	3.58416
SLC38A9	ENSG00000177058	ENSG00000177058.11	1.02136
ACER2	ENSG00000177076	ENSG00000177076.5	0.109048
WDR73	ENSG00000177082	ENSG00000177082.12	2.48943
POLE	ENSG00000177084	ENSG00000177084.16	3.14307
FAM109B	ENSG00000177096	ENSG00000177096.8	1.55455
SCN4B	ENSG00000177098	ENSG00000177098.8	0.0836821
RHOG	ENSG00000177105	ENSG00000177105.9	788.006
EPS8L2	ENSG00000177106	ENSG00000177106.14	0.843278
MRVI1-AS1	ENSG00000177112	ENSG00000177112.7	1.10224
ANO6	ENSG00000177119	ENSG00000177119.15	4.16033
ZBTB34	ENSG00000177125	ENSG00000177125.5	7.37313
FAM210A	ENSG00000177150	ENSG00000177150.12	1.65919
ULK1	ENSG00000177169	ENSG00000177169.9	51.3478
NAP1L4P1	ENSG00000177173	ENSG00000177173.5	0.403957
RPS6KA3	ENSG00000177189	ENSG00000177189.12	16.8345
B3GNT8	ENSG00000177191	ENSG00000177191.2	54.6806
CHD9	ENSG00000177200	ENSG00000177200.16	0.923759
MAN1B1	ENSG00000177239	ENSG00000177239.14	16.6464
KCNA3	ENSG00000177272	ENSG00000177272.8	2.26231
FZD8	ENSG00000177283	ENSG00000177283.7	0.0472679
TOP3A	ENSG00000177302	ENSG00000177302.14	12.442
CASKIN2	ENSG00000177303	ENSG00000177303.9	0.202487
ZBTB38	ENSG00000177311	ENSG00000177311.11	0.863326
BEND2	ENSG00000177324	ENSG00000177324.13	0.363336
C8orf31	ENSG00000177335	ENSG00000177335.10	0.149029
DLGAP1-AS1	ENSG00000177337	ENSG00000177337.7	4.038
LINC00469	ENSG00000177338	ENSG00000177338.13	0.0640199
CCDC71	ENSG00000177352	ENSG00000177352.9	9.79885
OVOS2	ENSG00000177359	ENSG00000177359.17	0.0518808
HIC1	ENSG00000177374	ENSG00000177374.12	0.737554
MAGEF1	ENSG00000177383	ENSG00000177383.4	2.40321
RP11-218M22.1	ENSG00000177406	ENSG00000177406.4	6.12519
SAMD9L	ENSG00000177409	ENSG00000177409.11	8.46233
ZFAS1	ENSG00000177410	ENSG00000177410.12	37.6826
PAWR	ENSG00000177425	ENSG00000177425.10	0.179807
